uid,variant_number,active_mins_post,active_mins_pre,gender,user_type
313,0,5.0,19.0,female,non_reader
314,0,13.0,1.0,unknown,new_user
315,0,1871.0,1961.0,female,reader
316,0,105.0,112.0,male,non_reader
317,0,622.0,90.0,male,reader
318,0,7062.0,2724.0,female,reader
319,0,164.0,188.0,male,non_reader
323,0,139.0,18.0,female,non_reader
324,0,10.0,199.0,unknown,non_reader
325,0,4.0,8.0,female,non_reader
326,0,242.0,291.0,male,non_reader
327,0,9.0,18.0,male,non_reader
328,0,28.0,66.0,unknown,non_reader
329,0,71.0,285.0,male,reader
330,0,20.0,54.0,female,non_reader
331,0,17.0,21.0,female,non_reader
332,0,9.0,1.0,female,new_user
333,0,25.0,28.0,male,non_reader
334,0,25.0,41.0,unknown,non_reader
335,0,53.0,52.0,male,non_reader
336,0,44.0,63.0,male,non_reader
337,0,38.0,32.0,unknown,non_reader
338,0,113.0,4.0,male,non_reader
339,0,219.0,354.0,male,reader
340,0,115.0,217.0,male,non_reader
341,0,2.0,1.0,female,new_user
342,0,20.0,181.0,male,non_reader
343,0,564.0,505.0,female,reader
344,0,36.0,108.0,male,non_reader
345,0,88.0,67.0,male,non_reader
346,0,118.0,68.0,male,non_reader
347,0,42.0,63.0,male,non_reader
348,0,92.0,24.0,male,non_reader
349,0,8.0,4.0,unknown,new_user
350,0,17.0,22.0,male,non_reader
351,0,18.0,40.0,male,non_reader
352,0,9.0,1.0,male,new_user
353,0,318.0,101.0,male,non_reader
354,0,22.0,32.0,male,non_reader
355,0,9.0,84.0,unknown,non_reader
356,0,80.0,70.0,male,non_reader
357,0,48.0,28.0,female,non_reader
358,0,515.0,561.0,male,reader
359,0,482.0,272.0,male,non_reader
360,0,19.0,39.0,male,non_reader
361,0,2000.0,3369.0,male,contributor
362,0,16.0,4.0,male,non_reader
363,0,104.0,164.0,female,non_reader
364,0,2.0,4.0,male,non_reader
365,0,786.0,2006.0,male,reader
366,0,3014.0,4982.0,female,reader
367,0,206.0,131.0,male,non_reader
368,0,51.0,70.0,male,non_reader
369,0,646.0,1641.0,male,reader
370,0,118.0,265.0,male,non_reader
371,0,51.0,48.0,female,non_reader
373,0,34.0,53.0,female,non_reader
374,0,9.0,2.0,male,new_user
375,0,130.0,122.0,male,non_reader
376,0,15.0,2.0,female,new_user
377,0,539.0,907.0,unknown,non_reader
378,0,4144.0,1994.0,female,contributor
379,0,156.0,58.0,female,non_reader
380,0,16.0,30.0,male,non_reader
382,0,3.0,,male,non_reader
383,0,68.0,75.0,female,reader
384,0,12.0,18.0,male,non_reader
385,0,88.0,57.0,male,non_reader
386,0,46.0,34.0,male,non_reader
387,0,8503.0,9346.0,unknown,reader
388,0,1055.0,1407.0,unknown,reader
389,0,1701.0,835.0,male,non_reader
390,0,40.0,243.0,female,non_reader
391,0,23.0,77.0,male,non_reader
392,0,83.0,47.0,female,non_reader
393,0,159.0,131.0,unknown,non_reader
394,0,1032.0,1172.0,male,contributor
395,0,14.0,15.0,female,non_reader
396,0,9.0,105.0,male,reader
397,0,372.0,906.0,male,non_reader
398,0,76.0,67.0,male,non_reader
399,0,10.0,64.0,male,non_reader
400,0,198.0,67.0,male,non_reader
401,0,391.0,515.0,female,non_reader
402,0,194.0,201.0,male,reader
404,0,30.0,52.0,male,non_reader
405,0,207.0,64.0,male,non_reader
406,0,64.0,22.0,female,non_reader
407,0,64.0,165.0,unknown,non_reader
408,0,8040.0,7659.0,male,contributor
409,0,2.0,18.0,female,non_reader
410,0,8490.0,3249.0,male,reader
411,0,316.0,93.0,male,non_reader
412,0,55.0,14.0,male,non_reader
413,0,68.0,30.0,male,non_reader
414,0,87.0,122.0,male,non_reader
415,0,18.0,21.0,male,non_reader
416,0,53.0,38.0,male,non_reader
417,0,2835.0,2360.0,female,reader
418,0,29.0,24.0,unknown,non_reader
419,0,1.0,14.0,male,non_reader
420,0,2534.0,5025.0,male,contributor
421,0,146.0,198.0,male,non_reader
422,0,376.0,604.0,male,reader
423,0,1186.0,2319.0,male,reader
424,0,5549.0,12974.0,male,contributor
425,0,5904.0,5757.0,unknown,reader
426,0,1.0,41.0,female,non_reader
427,0,255.0,235.0,male,non_reader
429,0,1386.0,1208.0,female,reader
430,0,11.0,80.0,unknown,non_reader
431,0,2.0,27.0,male,non_reader
432,0,2.0,8.0,female,new_user
433,0,23.0,17.0,unknown,non_reader
434,0,32.0,110.0,unknown,non_reader
435,0,21.0,4.0,male,non_reader
436,0,104.0,70.0,female,non_reader
437,0,26.0,205.0,male,non_reader
438,0,149.0,120.0,male,non_reader
439,0,7783.0,70.0,male,non_reader
441,0,39.0,51.0,male,non_reader
442,0,32.0,36.0,male,non_reader
443,0,85.0,63.0,male,non_reader
444,0,1.0,39.0,female,non_reader
445,0,5337.0,6638.0,female,contributor
446,0,10.0,16.0,female,non_reader
447,0,49.0,115.0,male,non_reader
448,0,1476.0,945.0,male,reader
449,0,4.0,6.0,male,non_reader
450,0,81.0,24.0,female,non_reader
451,0,44.0,161.0,female,non_reader
452,0,21.0,13.0,male,non_reader
453,0,23.0,9.0,unknown,non_reader
454,0,119.0,226.0,male,non_reader
455,0,13.0,18.0,male,non_reader
456,0,18.0,40.0,unknown,non_reader
457,0,2881.0,5922.0,unknown,reader
458,0,71.0,8.0,male,non_reader
459,0,18.0,243.0,unknown,non_reader
460,0,7.0,57.0,unknown,non_reader
461,0,46.0,77.0,male,non_reader
462,0,39.0,33.0,male,non_reader
463,0,15.0,1.0,male,new_user
464,0,215.0,34.0,unknown,non_reader
465,0,13.0,30.0,unknown,non_reader
466,0,5.0,16.0,female,non_reader
467,0,454.0,68.0,male,reader
469,0,588.0,2051.0,male,reader
470,0,51.0,71.0,female,non_reader
471,0,4.0,4.0,male,non_reader
472,0,36.0,7.0,male,non_reader
473,0,107.0,118.0,unknown,non_reader
474,0,54.0,12.0,male,non_reader
475,0,24.0,20.0,female,non_reader
476,0,9.0,19.0,female,non_reader
477,0,125.0,322.0,female,non_reader
478,0,57.0,74.0,female,reader
479,0,359.0,210.0,male,non_reader
480,0,202.0,245.0,male,non_reader
481,0,25.0,17.0,male,non_reader
482,0,5.0,27.0,unknown,reader
483,0,25.0,13.0,male,non_reader
484,0,37.0,1.0,male,new_user
485,0,23.0,9.0,male,non_reader
486,0,179.0,288.0,unknown,non_reader
487,0,11.0,20.0,female,non_reader
488,0,19.0,117.0,unknown,non_reader
489,0,4.0,204.0,female,non_reader
490,0,26.0,44.0,male,non_reader
491,0,67.0,80.0,unknown,non_reader
492,0,111.0,137.0,male,non_reader
493,0,434.0,463.0,male,non_reader
494,0,196.0,4237.0,male,contributor
495,0,34.0,49.0,female,non_reader
496,0,129.0,37.0,male,non_reader
497,0,166.0,652.0,unknown,reader
498,0,15.0,30.0,male,non_reader
499,0,50.0,70.0,male,non_reader
500,0,22.0,85.0,female,non_reader
501,0,5.0,21.0,female,non_reader
502,0,11.0,20.0,unknown,non_reader
503,0,3484.0,6901.0,male,contributor
504,0,12.0,19.0,male,non_reader
506,0,31.0,35.0,female,non_reader
507,0,149.0,202.0,male,non_reader
508,0,74.0,26.0,male,non_reader
509,0,1.0,50.0,male,non_reader
510,0,13.0,85.0,male,non_reader
511,0,42.0,58.0,male,non_reader
512,0,182.0,44.0,unknown,non_reader
513,0,239.0,96.0,male,non_reader
514,0,2471.0,3162.0,male,reader
515,0,789.0,228.0,male,contributor
516,0,62.0,25.0,male,non_reader
517,0,20.0,10.0,female,non_reader
518,0,16.0,8.0,male,non_reader
519,0,1.0,11.0,unknown,non_reader
520,0,173.0,65.0,female,reader
521,0,4.0,11.0,female,non_reader
522,0,38.0,72.0,unknown,non_reader
523,0,46.0,276.0,male,non_reader
525,0,5.0,32.0,unknown,non_reader
526,0,9.0,20.0,male,non_reader
527,0,63.0,52.0,male,non_reader
528,0,15.0,12.0,female,non_reader
529,0,41.0,41.0,male,non_reader
530,0,90.0,402.0,female,non_reader
531,0,193.0,177.0,male,non_reader
532,0,26.0,70.0,female,non_reader
533,0,25.0,20.0,male,non_reader
534,0,59.0,235.0,male,non_reader
535,0,110.0,111.0,male,non_reader
536,0,46.0,75.0,male,non_reader
537,0,230.0,292.0,male,non_reader
538,0,341.0,998.0,male,reader
539,0,4.0,27.0,female,non_reader
540,0,3.0,22.0,female,non_reader
541,0,747.0,1556.0,female,non_reader
542,0,277.0,261.0,male,non_reader
543,0,875.0,470.0,male,reader
544,0,5838.0,5360.0,male,reader
545,0,139.0,47.0,unknown,non_reader
546,0,34.0,22.0,female,non_reader
547,0,91.0,122.0,male,non_reader
548,0,21594.0,12732.0,male,reader
549,0,130.0,164.0,male,non_reader
550,0,507.0,216.0,female,reader
551,0,31.0,73.0,unknown,non_reader
552,0,3.0,11.0,female,non_reader
553,0,354.0,2897.0,male,reader
554,0,27.0,4.0,male,non_reader
555,0,37.0,702.0,unknown,contributor
556,0,7035.0,2046.0,male,reader
558,0,156.0,15.0,female,non_reader
559,0,21.0,25.0,male,non_reader
560,0,51.0,111.0,male,non_reader
561,0,645.0,5312.0,female,contributor
562,0,1.0,4.0,male,new_user
563,0,96.0,11.0,unknown,non_reader
564,0,86.0,276.0,female,non_reader
566,0,157.0,230.0,female,reader
567,0,6.0,16.0,female,non_reader
568,0,102.0,17.0,male,non_reader
569,0,85.0,86.0,male,non_reader
570,0,79.0,15.0,female,non_reader
571,0,133.0,131.0,male,non_reader
572,0,26.0,15.0,female,non_reader
573,0,200.0,356.0,female,reader
574,0,5.0,2.0,unknown,new_user
575,0,398.0,804.0,male,non_reader
576,0,1.0,1.0,female,new_user
577,0,49.0,1.0,unknown,new_user
578,0,153.0,71.0,female,reader
579,0,226.0,3480.0,female,reader
580,0,19.0,13.0,unknown,non_reader
581,0,8.0,27.0,unknown,non_reader
582,0,4.0,13.0,male,non_reader
583,0,16.0,17.0,male,non_reader
584,0,12.0,75.0,female,non_reader
585,0,591.0,703.0,male,reader
586,0,188.0,350.0,male,non_reader
587,0,28.0,33.0,male,non_reader
589,0,70.0,134.0,male,non_reader
590,0,33.0,13.0,unknown,non_reader
591,0,204.0,562.0,male,non_reader
592,0,855.0,1134.0,female,reader
593,0,14.0,18.0,unknown,non_reader
594,0,67.0,165.0,female,reader
595,0,52.0,52.0,female,non_reader
596,0,112.0,100.0,male,non_reader
597,0,57.0,91.0,male,non_reader
598,0,18.0,54.0,male,non_reader
599,0,61.0,57.0,male,non_reader
600,0,10.0,387.0,male,non_reader
601,0,16.0,29.0,female,non_reader
602,0,9.0,11.0,unknown,non_reader
603,0,76.0,54.0,male,non_reader
605,0,207.0,247.0,female,non_reader
606,0,293.0,106.0,male,non_reader
607,0,111.0,23.0,male,non_reader
608,0,826.0,488.0,male,non_reader
609,0,3.0,17.0,male,non_reader
610,0,151.0,617.0,male,non_reader
611,0,81.0,78.0,female,non_reader
612,0,107.0,84.0,female,non_reader
613,0,14.0,6.0,female,non_reader
614,0,63.0,130.0,unknown,non_reader
616,0,5.0,2.0,male,non_reader
617,0,132.0,191.0,male,non_reader
618,0,83.0,80.0,female,non_reader
619,0,4.0,79.0,female,non_reader
620,0,180.0,158.0,male,reader
621,0,233.0,103.0,male,non_reader
622,0,3732.0,1241.0,female,reader
623,0,224.0,579.0,male,reader
624,0,84.0,100.0,male,non_reader
625,0,4.0,7.0,male,non_reader
626,0,11.0,19.0,unknown,non_reader
628,0,32.0,29.0,male,non_reader
629,0,6.0,22.0,female,non_reader
630,0,5.0,17.0,male,non_reader
631,0,59.0,201.0,male,reader
632,0,43.0,64.0,male,non_reader
633,0,136.0,79.0,male,reader
635,0,40.0,16.0,male,non_reader
636,0,32.0,60.0,male,non_reader
637,0,200.0,222.0,male,non_reader
638,0,234.0,106.0,female,non_reader
639,0,162.0,260.0,male,reader
640,0,14.0,2.0,male,new_user
641,0,384.0,329.0,male,non_reader
642,0,12.0,30.0,male,non_reader
643,0,8.0,13.0,male,non_reader
644,0,21.0,40.0,male,non_reader
646,0,7.0,2.0,male,new_user
647,0,35.0,30.0,unknown,non_reader
648,0,13.0,18.0,male,non_reader
649,0,59.0,755.0,unknown,non_reader
650,0,10.0,174.0,female,non_reader
651,0,4.0,6.0,male,non_reader
652,0,23.0,18.0,male,non_reader
655,0,26.0,4.0,male,new_user
656,0,3.0,2.0,male,new_user
657,0,30.0,35.0,male,non_reader
658,0,20.0,7.0,male,non_reader
659,0,49.0,10.0,female,non_reader
660,0,2771.0,1735.0,male,reader
662,0,144.0,196.0,male,non_reader
663,0,70.0,47.0,male,non_reader
664,0,12.0,32.0,male,non_reader
665,0,471.0,453.0,unknown,reader
666,0,28.0,144.0,male,non_reader
667,0,35.0,107.0,male,non_reader
668,0,5429.0,4203.0,male,reader
669,0,32.0,24.0,unknown,non_reader
670,0,5.0,22.0,male,non_reader
671,0,3.0,40.0,male,non_reader
672,0,61.0,117.0,male,non_reader
673,0,179.0,69.0,male,non_reader
674,0,5768.0,7698.0,male,reader
675,0,38.0,25.0,female,non_reader
676,0,244.0,357.0,male,non_reader
677,0,128.0,118.0,male,non_reader
678,0,151.0,161.0,male,non_reader
679,0,73.0,39.0,male,non_reader
680,0,25.0,66.0,unknown,non_reader
681,0,54.0,64.0,unknown,non_reader
682,0,126.0,91.0,male,non_reader
683,0,13376.0,12638.0,male,reader
684,0,11.0,36.0,male,non_reader
685,0,36.0,79.0,male,non_reader
686,0,162.0,187.0,male,non_reader
687,0,111.0,79.0,male,non_reader
688,0,80.0,287.0,female,non_reader
689,0,43.0,82.0,female,non_reader
690,0,101.0,276.0,male,non_reader
691,0,103.0,193.0,male,non_reader
692,0,1167.0,678.0,female,non_reader
693,0,170.0,109.0,female,reader
694,0,10.0,24.0,male,non_reader
695,0,2.0,59.0,male,non_reader
697,0,142.0,179.0,unknown,non_reader
698,0,756.0,1725.0,male,reader
699,0,342.0,444.0,male,non_reader
700,0,7.0,68.0,male,non_reader
701,0,23.0,10.0,female,non_reader
702,0,26.0,61.0,male,non_reader
703,0,13.0,73.0,male,non_reader
704,0,9.0,64.0,male,non_reader
705,0,90.0,85.0,female,non_reader
706,0,4.0,3.0,female,new_user
707,0,1370.0,5802.0,unknown,reader
708,0,63.0,57.0,unknown,non_reader
709,0,388.0,860.0,female,reader
710,0,121.0,39.0,male,non_reader
711,0,35.0,43.0,male,non_reader
712,0,6.0,16.0,male,non_reader
713,0,778.0,570.0,female,reader
714,0,369.0,766.0,male,non_reader
715,0,27.0,70.0,male,non_reader
716,0,25.0,54.0,female,non_reader
717,0,1.0,15.0,female,non_reader
718,0,21.0,10.0,male,non_reader
719,0,7.0,9.0,male,non_reader
721,0,354.0,159.0,male,non_reader
722,0,121.0,5.0,male,non_reader
723,0,23.0,36.0,female,non_reader
724,0,164.0,414.0,male,non_reader
725,0,30.0,21.0,male,non_reader
726,0,76.0,45.0,female,reader
727,0,14.0,10.0,female,new_user
728,0,6.0,88.0,female,non_reader
729,0,53.0,90.0,male,non_reader
730,0,16.0,124.0,male,non_reader
731,0,33.0,28.0,female,non_reader
732,0,926.0,746.0,male,reader
733,0,852.0,542.0,male,non_reader
734,0,27.0,14.0,male,non_reader
735,0,149.0,268.0,male,non_reader
736,0,107.0,72.0,female,non_reader
737,0,18.0,48.0,male,non_reader
738,0,1932.0,64.0,male,reader
739,0,989.0,805.0,unknown,non_reader
740,0,256.0,230.0,male,non_reader
741,0,92.0,129.0,male,non_reader
742,0,54.0,42.0,male,non_reader
743,0,1269.0,582.0,male,reader
745,0,135.0,29.0,male,non_reader
746,0,3.0,45.0,male,non_reader
747,0,302.0,362.0,male,reader
748,0,42.0,14.0,male,non_reader
750,0,16.0,3.0,female,new_user
751,0,9.0,15.0,female,non_reader
752,0,40.0,70.0,male,non_reader
753,0,42.0,14.0,unknown,non_reader
754,0,16.0,21.0,male,reader
755,0,42.0,456.0,male,non_reader
757,0,408.0,249.0,female,non_reader
758,0,87.0,83.0,female,non_reader
759,0,293.0,175.0,male,reader
760,0,106.0,14.0,female,non_reader
761,0,38.0,33.0,male,non_reader
762,0,10.0,12.0,male,non_reader
763,0,18.0,1097.0,male,contributor
764,0,2.0,5.0,male,non_reader
765,0,918.0,682.0,male,reader
766,0,4233.0,4047.0,female,reader
767,0,169.0,47.0,male,non_reader
768,0,342.0,603.0,female,non_reader
769,0,61.0,3.0,female,new_user
770,0,35.0,65.0,male,non_reader
771,0,222.0,134.0,female,non_reader
772,0,275.0,2.0,female,new_user
773,0,639.0,23.0,female,non_reader
774,0,745.0,537.0,unknown,non_reader
775,0,37.0,14.0,male,non_reader
776,0,552.0,2842.0,male,reader
777,0,51.0,123.0,male,non_reader
778,0,28.0,80.0,male,non_reader
779,0,2.0,4.0,male,new_user
780,0,3.0,89.0,female,non_reader
